fileName	sampleID	read	Alistipes	Rikenella	Bacteroides	Parabacteroides	Odoribacter	Barnesiella	Porphyromonas	Butyricimonas	Tannerella	Prevotella	Paraprevotella	Alloprevotella	Hallella	Phocaeicola	Capnocytophaga	Soonwooa	Flavobacterium	Elizabethkingia	Chryseobacterium	Sediminicola	Riemerella	Pedobacter	Sphingobacterium	Nubsella	Sediminibacterium	Filimonas	Hydrotalea	Flavitalea	Fontibacter	Hymenobacter	Dyadobacter	Lachnospiracea_incertae_sedis	Robinsoniella	Roseburia	Clostridium.XlVa	Cellulosilyticum	Anaerostipes	Blautia	Johnsonella	Ruminococcus2	Hespellia	Lachnoanaerobaculum	Coprococcus	Dorea	Catonella	Syntrophococcus	Clostridium.XlVb	Lactonifactor	Howardella	Oribacterium	Pseudobutyrivibrio	Lachnospira	Lachnobacterium	Parasporobacterium	Marvinbryantia	Butyrivibrio	Acetitomaculum	Clostridium.sensu.stricto	Sarcina	Anaerobacter	Proteiniclasticum	Clostridium.XI	Peptostreptococcus	Acetoanaerobium	Peptostreptococcaceae_incertae_sedis	Flavonifractor	Anaerofilum	Butyricicoccus	Anaerotruncus	Pseudoflavonifractor	Clostridium.IV	Oscillibacter	Ruminococcus	Faecalibacterium	Subdoligranulum	Gemmiger	Hydrogenoanaerobacterium	Eubacterium	Acetobacterium	Pseudoramibacter	Anaerofustis	Parvimonas	Tissierella	Finegoldia	Peptococcus	Anaerovorax	Mogibacterium	Defluviitalea	Streptococcus	Lactococcus	Enterococcus	Pilibacter	Melissococcus	Granulicatella	Alkalibacterium	Lactobacillus	Aerococcus	Abiotrophia	Facklamia	Gemella	Paenibacillus	Cohnella	Brevibacillus	Fontibacillus	Staphylococcus	Bacillus	Sporosarcina	Jeotgalibacillus	Exiguobacterium	Erysipelotrichaceae_incertae_sedis	Coprobacillus	Clostridium.XVIII	Holdemania	Turicibacter	Allobaculum	Solobacterium	Erysipelothrix	Bulleidia	Selenomonas	Dialister	Veillonella	Allisonella	Megasphaera	Anaeroglobus	Megamonas	Schwartzia	Centipeda	Acidaminococcus	Succinispira	Phascolarctobacterium	Akkermansia	Luteolibacter	Prosthecobacter	Eggerthella	Asaccharobacter	Adlercreutzia	Paraeggerthella	Collinsella	Atopobium	Enterorhabdus	Olsenella	Corynebacterium	Rhodococcus	Williamsia	Actinomyces	Micrococcus	Rothia	Arthrobacter	Kocuria	Zhihengliuella	Microbacterium	Agromyces	Curtobacterium	Leucobacter	Leifsonia	Herbiconiux	Brevibacterium	Kytococcus	Yimella	Janibacter	Brachybacterium	Propionibacterium	Tessaracoccus	Friedmanniella	Propioniferax	Propionimicrobium	Nocardioides	Modestobacter	Bifidobacterium	Scardovia	Patulibacter	Nitriliruptor	Treponema	Fusobacterium	Clostridium.XIX	Leptotrichia	Campylobacter	Arcobacter	Aggregatibacter	Haemophilus	Actinobacillus	Escherichia.Shigella	Klebsiella	Citrobacter	Enterobacter	Yersinia	Serratia	Obesumbacterium	Providencia	Morganella	Kluyvera	Hafnia	Salmonella	Leclercia	Pantoea	Pluralibacter	Raoultella	Trabulsiella	Shimwellia	Halomonas	Cobetia	Modicisalibacter	Nitrincola	Cardiobacterium	Pseudomonas	Cellvibrio	Azorhizophilus	Acinetobacter	Psychrobacter	Enhydrobacter	Vibrio	Salinivibrio	Stenotrophomonas	Candidatus.Carsonella	Aliidiomarina	Shewanella	Rheinheimera	Aeromonas	Diplorickettsia	Kingella	Uruburuella	Eikenella	Neisseria	Microvirgula	Aquitalea	Ralstonia	Cupriavidus	Limnobacter	Burkholderia	Janthinobacterium	Herbaspirillum	Massilia	Herminiimonas	Rugamonas	Undibacterium	Duganella	Curvibacter	Pelomonas	Schlegelella	Comamonas	Delftia	Hydrogenophaga	Ottowia	Rhodoferax	Macromonas	Lampropedia	Variovorax	Simplicispira	Limnohabitans	Acidovorax	Alicycliphilus	Kinneretia	Tepidicella	Sutterella	Parasutterella	Mitsuaria	Aquabacterium	Tepidimonas	Achromobacter	Alcaligenes	Methylobacillus	Bilophila	Bdellovibrio	Peredibacter	Bacteriovorax	Myxococcus	Pyxidicoccus	Desulfobulbus	Sphingomonas	Sphingopyxis	Sphingobium	Blastomonas	Novosphingobium	Stakelama	Sandaracinobacter	Sphingosinicella	Methylobacterium	Mesorhizobium	Aquamicrobium	Hoeflea	Bosea	Bradyrhizobium	Rhodopseudomonas	Oligotropha	Devosia	Hyphomicrobium	Ochrobactrum	Pseudochrobactrum	Rhizobium	Beijerinckia	Vasilyevaea	Caulobacter	Brevundimonas	Phenylobacterium	Asticcacaulis	Azospirillum	Skermanella	Roseomonas	Streptophyta	Gp5	Blastocatella	Cloacibacillus	Pyramidobacter	Mycoplasma	Saccharibacteria_genera_incertae_sedis	Deinococcus	Fervidobacterium	SR1_genera_incertae_sedis	Parcubacteria_genera_incertae_sedis	Aquisphaera	Microgenomates_genera_incertae_sedis	Victivallis	Pyrolobus
131_R1.fasta	131	1	1154	0	6840	3356	6	1	4	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	298	0	3298	0	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	201	3	0	18	0	0	0	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	52	0	74	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	329	611	147	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1097	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	13	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	422	0	0	0	0	0	0	0	0	0	31	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
131_R2.fasta	131	2	1127	0	6447	3332	6	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	652	0	84	9008	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	617	0	0	0	199	0	0	18	10	0	0	0	1	0	0	0	0	35	2	0	1	0	0	0	0	0	0	36	0	33	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	327	610	147	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1100	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	8	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
132_R1.fasta	132	1	92	0	15478	1984	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	888	0	123	2	0	130	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	241	0	1	9	7	0	59	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	1087	0	2230	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	686	37	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1687	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	160	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
132_R2.fasta	132	2	89	0	14419	1954	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	232	0	121	1193	0	2143	0	0	2	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	239	0	2	9	4	0	58	0	0	0	0	0	0	29	5	0	0	0	0	0	0	0	0	827	0	1238	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	51	37	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694	0	0	9	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	215	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	6	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
133_R1.fasta	133	1	602	0	11907	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	112	0	0	0	1	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	4923	0	417	0	0	0	17	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6135	0	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	18	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	220	0	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133_R2.fasta	133	2	593	0	11219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	67	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	215	0	670	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3553	0	263	0	0	0	14	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6148	0	0	3	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	4	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134_R1.fasta	134	1	272	0	7910	1317	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	229	1	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1078	0	0	0	151	3	0	33	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	13491	0	314	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	6	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	1	0	16	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	31	0	0	3	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134_R2.fasta	134	2	268	0	7370	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	30	0	150	0	0	702	0	409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	748	0	0	0	150	1	0	33	0	0	0	0	0	0	0	0	0	49	6	0	0	0	0	0	0	0	0	10157	0	174	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	1	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	14	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135_R1.fasta	135	1	316	0	8460	1309	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	1	624	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1172	0	0	0	110	0	0	29	4	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	17333	0	342	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1895	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	22	0	0	5	4	0	0	0	29	0	2	1	0	0	0	0	0	0	0	0	7	0	12	0	0	295	1	0	0	0	0	0	0	0	0	34	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135_R2.fasta	135	2	310	0	7963	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	158	0	0	1086	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	829	0	0	0	108	0	0	28	0	0	0	0	0	0	0	0	0	44	7	0	0	0	0	0	0	0	0	13400	0	178	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1894	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	4	0	0	3	4	0	0	0	21	0	2	1	0	0	0	0	0	0	0	0	7	0	7	0	0	230	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136_R1.fasta	136	1	259	0	14683	2426	0	285	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	232	0	1282	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	52	0	0	0	522	0	0	0	172	1	1	14	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	1173	0	358	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	505	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4255	0	0	3	0	0	1	12	0	0	0	0	18	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	51	1	0	5	0	0	0	0	53	0	6	0	0	0	0	0	0	0	5	0	0	0	4	0	0	721	0	0	0	0	0	0	0	0	3	40	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136_R2.fasta	136	2	243	0	13859	2421	0	294	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	312	0	1	1875	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	354	0	0	0	168	1	1	13	0	0	0	0	1	0	0	0	0	29	13	0	0	0	0	0	0	0	0	828	0	226	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4232	0	0	4	0	0	1	12	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0	14	1	0	4	0	0	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	545	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137_R1.fasta	137	1	991	0	24540	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	1	0	0	151	0	0	0	0	0	0	998	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	4048	0	775	0	0	0	102	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183	0	0	71	0	0	0	23	0	0	0	2	50	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	258	0	0	0	0	1	0	5	0	0	0	0	0	7	0	0	0	7	7	1	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	116	0	0	9	0	0	0	0	121	0	9	0	0	0	0	0	0	0	1	0	11	0	0	0	0	1927	0	0	0	0	0	0	0	0	1	177	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	0	0	0	2	0	0	32	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137_R2.fasta	137	2	991	0	23273	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	200	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	758	0	1118	0	0	0	0	0	0	987	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3045	0	560	0	0	0	93	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5186	0	0	66	7	8	0	21	0	0	0	1	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	173	0	0	0	0	1	0	6	0	0	0	0	0	6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	68	12	0	0	0	56	0	0	8	0	0	0	0	55	0	10	0	0	0	0	0	0	0	1	0	11	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138_R1.fasta	138	1	1219	0	5789	6054	16	0	0	0	0	2	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1999	644	12	1384	517	138	125	0	0	0	0	0	0	0	0	957	0	0	0	0	0	0	0	0	0	0	653	0	0	0	866	0	0	0	530	0	14	17	0	0	0	0	0	0	0	0	112	0	0	0	2	0	0	0	0	0	0	4731	0	1532	0	0	0	31	0	0	0	0	0	0	0	0	0	14	0	0	0	0	333	288	519	218	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3776	0	0	18	0	0	0	72	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	121	0	0	5	0	0	0	0	45	0	23	0	0	0	0	0	0	0	0	0	15	0	10	0	0	2358	1	0	0	0	0	0	2	0	0	216	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138_R2.fasta	138	2	1196	0	5468	6018	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	306	21	133	1507	0	6090	0	0	0	0	0	0	922	0	0	0	0	0	0	0	0	0	0	33	0	340	0	594	0	0	0	517	0	18	17	40	3	0	0	0	0	0	0	0	43	8	0	2	0	0	0	0	0	0	3468	0	874	2	0	0	30	0	0	0	0	0	0	0	0	0	12	0	0	0	0	188	284	502	218	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3780	0	0	17	5	3	0	70	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	92	11	0	0	0	55	0	0	5	0	0	0	0	19	0	19	0	0	0	0	0	0	0	0	0	14	0	7	0	0	1795	0	0	0	0	0	0	0	0	0	1	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	0	2	0	0	10	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139_R1.fasta	139	1	965	0	10324	5508	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1303	583	5	2576	218	272	3152	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	1203	0	0	0	219	0	0	0	379	27	0	47	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	3442	0	1497	0	0	0	211	0	3	0	0	0	0	0	0	0	0	0	0	0	0	722	353	857	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882	0	0	11	0	0	0	30	0	0	0	0	0	0	1	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	3	0	3	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	257	0	0	13	0	11	0	0	31	0	61	0	0	0	0	0	0	0	0	0	20	2	28	0	0	4371	2	0	0	0	0	0	0	0	0	267	125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
